Entry	Protein names	Length	Subcellular location [CC]	mark
Q6H3X3	UL-16 binding protein 5 (Retinoic acid early transcript 1G protein)	334	"[Isoform 1]: Cell membrane {ECO:0000269|PubMed:15240696, ECO:0000269|PubMed:19223974, ECO:0000269|PubMed:20304922}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:20304922}. Endoplasmic reticulum {ECO:0000269|PubMed:19223974, ECO:0000269|PubMed:20304922}. Note=Mainly found intracellularly. {ECO:0000269|PubMed:15240696, ECO:0000269|PubMed:19223974, ECO:0000269|PubMed:20304922}.; [Isoform 2]: Secreted {ECO:0000269|PubMed:19223974}."	
Q6IE38	Serine protease inhibitor Kazal-type 14	97	Secreted {ECO:0000305}.	
Q6ISS4	Leukocyte-associated immunoglobulin-like receptor 2 (LAIR-2) (CD antigen CD306)	152	Secreted.	
Q6NT52	Choriogonadotropin subunit beta variant 2	163	Secreted.	
Q6P093	Arylacetamide deacetylase-like 2 (EC 3.1.1.-)	401	Secreted.	
Q6P1S2	Protein C3orf33 (Protein AC3-33)	294	[Isoform 1]: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000269|PubMed:20680465}.	
Q6PCB0	von Willebrand factor A domain-containing protein 1	445	"Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250|UniProtKB:Q8R2Z5}."	
Q6PDA7	Sperm-associated antigen 11A (Human epididymis-specific protein 2) (He2) (Protein EP2) (Sperm antigen HE2)	123	Secreted.	
Q6UDR6	Kunitz-type protease inhibitor 4	99	Secreted {ECO:0000305}.	
Q6UW10	Surfactant-associated protein 2 (Surfactant-associated protein G) (SP-G)	78	"Secreted {ECO:0000305|PubMed:22768197}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:22768197}. Golgi apparatus {ECO:0000269|PubMed:22768197}."	
Q6UW88	Epigen (Epithelial mitogen) (EPG)	154	[Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 2]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 3]: Secreted {ECO:0000305}.; [Isoform 4]: Secreted {ECO:0000305}.; [Isoform 5]: Secreted {ECO:0000305}.; [Isoform 6]: Secreted {ECO:0000305}.	
Q6UWE3	Colipase-like protein 2	100	Secreted {ECO:0000305}.	
Q6UWK7	Protein GPR15L (Antimicrobial peptide with 57 amino acid residues) (AP-57) (Antimicrobial peptide-57) (Colon-derived SUSD2 binding factor) (CSBF) (Secreted protein C10orf99)	81	"Secreted {ECO:0000269|PubMed:25351403, ECO:0000269|PubMed:25585381}."	
Q6UWN8	Serine protease inhibitor Kazal-type 6 (Kallikrein inhibitor)	80	Secreted {ECO:0000250|UniProtKB:Q8BT20}.	
Q6UWT2	Adropin (Energy homeostasis-associated protein)	76	Secreted {ECO:0000269|PubMed:19041763}.	
Q6UWT4	Uncharacterized protein C5orf46	87	Secreted {ECO:0000305}.	
Q6UX06	Olfactomedin-4 (OLM4) (Antiapoptotic protein GW112) (G-CSF-stimulated clone 1 protein) (hGC-1) (hOLfD)	510	"Secreted, extracellular space. Mitochondrion. Note=Subcellular location is not clearly defined: has been shown to be secreted (PubMed:16566923), but also in the mitochondrion (PubMed:15059901 and PubMed:20724538), cytoplasm and plasma membrane (PubMed:20724538) and in the nucleus (PubMed:15059901). {ECO:0000269|PubMed:15059901, ECO:0000269|PubMed:16566923, ECO:0000269|PubMed:20724538}."	
Q6UX27	V-set and transmembrane domain-containing protein 1 (Signal inhibitory receptor on leukocytes-1) (SIRL-1)	236	[Isoform 1]: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000269|PubMed:22960280}.	
Q6UX34	Protein SNORC (Secondary ossification center-associated regulator of chondrocyte maturation protein)	121	"Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000250|UniProtKB:Q9CXL7}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q9CXL7}. Note=Appears as reticular-like structures throughout the cytoplasm and adjacent to the plasma membrane. In proliferation and hypertrophic chondrocytes, detected intracellulary and in the pericellular extracellular matrix. In primary spongiosa, detected only in the extracellular matrix. {ECO:0000250|UniProtKB:Q9CXL7}."	
Q6UX82	Ly6/PLAUR domain-containing protein 8	237	"Cell membrane {ECO:0000250|UniProtKB:Q9D7S0}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9D7S0}. Secreted {ECO:0000250|UniProtKB:Q9D7S0}. Note=Secreted into the lumen of the colon following cleavage of the GPI-anchor. {ECO:0000250|UniProtKB:Q9D7S0}."	
Q6UXA7	Uncharacterized protein C6orf15 (Protein STG)	325	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	
Q6UXQ4	Uncharacterized protein C2orf66	117	Secreted {ECO:0000305}.	
Q6UXQ8	Putative uncharacterized protein UNQ6190/PRO20217	127	Secreted {ECO:0000305}.	
Q6UXR4	Putative serpin A13	307	Secreted {ECO:0000305}.	
Q6UXR6	Putative uncharacterized protein UNQ6494/PRO21346	183	Secreted {ECO:0000305}.	
Q6UXU0	Putative uncharacterized protein UNQ9165/PRO28630	137	Secreted {ECO:0000305}.	
Q6UXV3	Uncharacterized protein UNQ6126/PRO20091	157	Secreted {ECO:0000305}.	
Q6UY13	Putative uncharacterized protein UNQ5830/PRO19650/PRO19816	95	Secreted {ECO:0000305}.	
Q6W4X9	Mucin-6 (MUC-6) (Gastric mucin-6)	2439	Secreted.	
Q6XE38	Secretoglobin family 1D member 4 (IFN-gamma-inducible secretoglobin) (IIS)	83	Secreted.	
Q6XPR3	Repetin	784	"Secreted, extracellular space, extracellular matrix."	
Q6XZB0	Lipase member I (LIPI) (EC 3.1.1.-) (Cancer/testis antigen 17) (CT17) (LPD lipase) (Membrane-associated phosphatidic acid-selective phospholipase A1-beta) (mPA-PLA1 beta)	460	[Isoform 1]: Cell membrane {ECO:0000269|PubMed:12963729}. Secreted {ECO:0000269|PubMed:12963729}. Note=May associate with lipid draft. {ECO:0000269|PubMed:12963729}.; [Isoform 2]: Cell membrane {ECO:0000269|PubMed:12963729}. Secreted {ECO:0000269|PubMed:12963729}. Note=May associate with lipid draft. {ECO:0000269|PubMed:12963729}.	
Q6ZMI3	Gliomedin [Cleaved into: Gliomedin shedded ectodomain]	551	"Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}."	
Q6ZRI0	Otogelin	2925	"Apical cell membrane {ECO:0000250|UniProtKB:O55225}; Peripheral membrane protein {ECO:0000250|UniProtKB:O55225}; Extracellular side {ECO:0000250|UniProtKB:O55225}. Secreted, extracellular space {ECO:0000250|UniProtKB:O55225}. Note=Found in fiber-like structures during the maturation process of the tectorial membrane. {ECO:0000250|UniProtKB:O55225}."	
Q6ZRP7	Sulfhydryl oxidase 2 (EC 1.8.3.2) (Neuroblastoma-derived sulfhydryl oxidase) (Quiescin Q6-like protein 1)	698	Membrane {ECO:0000269|PubMed:14633699}; Single-pass membrane protein {ECO:0000269|PubMed:14633699}. Secreted {ECO:0000269|PubMed:14633699}. Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Seems to be predominantly targeted to the nuclear and outer plasma membrane.	
Q6ZRU5	Putative uncharacterized protein FLJ46089	148	Secreted {ECO:0000305}.	
Q6ZRZ4	Uncharacterized protein C9orf47	202	Secreted {ECO:0000305}.	
Q71RG6	Putative chemokine-related protein FP248 (Protein N73)	208	Secreted {ECO:0000305}.	
Q7L1S5	Carbohydrate sulfotransferase 9 (EC 2.8.2.-) (GalNAc-4-O-sulfotransferase 2) (GalNAc-4-ST2) (GalNAc4ST-2) (N-acetylgalactosamine-4-O-sulfotransferase 2)	443	[Isoform 1]: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; [Isoform 2]: Secreted {ECO:0000305}.	
Q7RTW8	Otoancorin	1153	"Apical cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}; Extracellular side {ECO:0000305}. Secreted, extracellular space, extracellular matrix {ECO:0000305}. Note=At the interface between the apical surface of the epithelia and the overlying acellular gel of the tectorial and otoconial membranes. {ECO:0000250}."	
Q7Z2R9	Putative uncharacterized protein SSBP3-AS1 (SSBP3 antisense RNA 1) (SSBP3 antisense gene protein 1)	100	Secreted {ECO:0000305}.	
Q7Z4B0	Putative uncharacterized protein encoded by LINC00305	112	Secreted {ECO:0000305}.	
Q7Z4H4	Protein ADM2 (Intermedin) [Cleaved into: Adrenomedullin-2 (AM2) (Intermedin-long) (IMDL); Intermedin-short (IMDS)]	148	Secreted.	
Q7Z7B7	"Beta-defensin 132 (Beta-defensin 32) (BD-32) (DEFB-32) (Defensin HEL-75) (Defensin, beta 132)"	95	Secreted {ECO:0000305}.	
Q7Z7B8	"Beta-defensin 128 (Beta-defensin 28) (DEFB-28) (Defensin, beta 128)"	93	Secreted {ECO:0000305}.	
Q86SH4	Putative testis-specific prion protein (Protein M8)	94	Secreted {ECO:0000305}.	
Q86SQ3	Putative adhesion G protein-coupled receptor E4P (EGF-like module receptor 4) (EGF-like module-containing mucin-like hormone receptor-like 4) (G-protein coupled receptor 127) (G-protein coupled receptor PGR16)	457	[Isoform 1]: Cell membrane {ECO:0000250|UniProtKB:Q91ZE5}; Multi-pass membrane protein {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000305}.	
Q86VB7	Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	1156	"[Soluble CD163]: Secreted {ECO:0000269|PubMed:12296867}.; Cell membrane {ECO:0000269|PubMed:10577520, ECO:0000269|PubMed:10648003}; Single-pass type I membrane protein {ECO:0000269|PubMed:10577520, ECO:0000269|PubMed:10648003}. Note=Isoform 1 and isoform 2 show a lower surface expression when expressed in cells."	
Q86WD7	Serpin A9 (Centerin) (Germinal center B-cell-expressed transcript 1 protein)	417	[Isoform 1]: Secreted.; [Isoform 2]: Cytoplasm {ECO:0000305}.; [Isoform 3]: Cytoplasm {ECO:0000305}.; [Isoform 4]: Cytoplasm {ECO:0000305}.; [Isoform 5]: Cytoplasm {ECO:0000305}.; [Isoform 6]: Cytoplasm {ECO:0000305}.; [Isoform 7]: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	
Q86X52	Chondroitin sulfate synthase 1 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 1) (Chondroitin synthase 1) (ChSy-1) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase 1) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (N-acetylgalactosaminyltransferase 1)	802	"Golgi apparatus, Golgi stack membrane {ECO:0000305|PubMed:11514575}; Single-pass type II membrane protein {ECO:0000305|PubMed:11514575}. Secreted {ECO:0000269|PubMed:21129727}."	
Q86XP6	Gastrokine-2 (Blottin) (Down-regulated in gastric cancer) (Trefoil factor interactions(z) 1)	184	Secreted.	
Q86Y27	B melanoma antigen 5 (Cancer/testis antigen 2.5) (CT2.5)	43	Secreted {ECO:0000305}.	
Q86Y28	B melanoma antigen 4 (Cancer/testis antigen 2.4) (CT2.4)	39	Secreted {ECO:0000305}.	
Q86Y38	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I)	959	"Golgi apparatus membrane {ECO:0000269|PubMed:23982343, ECO:0000269|PubMed:28462984}; Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:11087729, ECO:0000269|PubMed:16571645}. Note=Detected predominantly in the Golgi apparatus. {ECO:0000269|PubMed:28462984}."	
Q86Y78	Ly6/PLAUR domain-containing protein 6	171	"Secreted {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:19653121}. Cell membrane {ECO:0000250|UniProtKB:Q66IA6}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q66IA6}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:D3ZTT2}. Membrane raft {ECO:0000250|UniProtKB:Q66IA6}."	
Q86YD3	Transmembrane protein 25	366	[Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 4]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000305}.; [Isoform 3]: Secreted {ECO:0000305}.; Late endosome {ECO:0000250|UniProtKB:Q9DCF1}. Lysosome {ECO:0000250|UniProtKB:Q9DCF1}.	
Q86YJ6	Threonine synthase-like 2 (TSH2) (EC 4.2.3.-) (Secreted osteoclastogenic factor of activated T-cells) (SOFAT)	484	[Isoform SOFAT]: Secreted. Note=Secreted by activated T-cells via a calcineurin-independent pathway.	
Q86YQ2	"Putative BPIFA4P protein (BPI fold containing family A, member 4, pseudogene) (Breast cancer and salivary gland-expressed protein) (Putative latherin)"	179	Secreted.	
Q86YW7	Glycoprotein hormone beta-5 (Thyrostimulin subunit beta)	130	Secreted.	
Q8IU54	Interferon lambda-1 (IFN-lambda-1) (Cytokine Zcyto21) (Interleukin-29) (IL-29)	200	Secreted.	
Q8IUA0	WAP four-disulfide core domain protein 8 (Putative protease inhibitor WAP8)	241	Secreted {ECO:0000305}.	
Q8IUB2	WAP four-disulfide core domain protein 3 (Putative protease inhibitor WAP14)	231	Secreted {ECO:0000305}.	
Q8IUB3	Protein WFDC10B	73	Secreted {ECO:0000305}.	
Q8IUB5	WAP four-disulfide core domain protein 13	93	Secreted {ECO:0000305}.	
Q8IUK5	Plexin domain-containing protein 1 (Tumor endothelial marker 3) (Tumor endothelial marker 7)	500	"[Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cell junction, tight junction. Note=Localized predominantly at the tight junctions of vascular endothelial cells and to a lesser extent at the luminal surface of vascular endothelial cells.; [Isoform 2]: Secreted {ECO:0000305}.; [Isoform 3]: Secreted {ECO:0000305}.; [Isoform 4]: Cytoplasm {ECO:0000305}."	
Q8IUX7	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	1158	[Isoform 1]: Secreted {ECO:0000250|UniProtKB:Q640N1}.; [Isoform 2]: Cytoplasm {ECO:0000250|UniProtKB:Q640N1}. Nucleus {ECO:0000250|UniProtKB:Q640N1}.	
Q8IUX8	Epidermal growth factor-like protein 6 (EGF-like protein 6) (MAM and EGF domains-containing gene protein)	553	"Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250}."	
Q8IVG9	Humanin (Humanin mitochondrial) (HNM)	24	"Secreted {ECO:0000269|PubMed:11371646}. Cytoplasm {ECO:0000269|PubMed:11371646, ECO:0000269|PubMed:12670303}."	
Q8IW00	V-set and transmembrane domain-containing protein 4 [Cleaved into: Peptide Lv]	320	[Peptide Lv]: Secreted {ECO:0000250|UniProtKB:T1NXB5}.; Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	
Q8IWL1	Pulmonary surfactant-associated protein A2 (PSP-A) (PSPA) (SP-A) (SP-A2) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-5)	248	"Secreted, extracellular space, extracellular matrix. Secreted, extracellular space, surface film."	
Q8IWL2	Pulmonary surfactant-associated protein A1 (PSP-A) (PSPA) (SP-A) (SP-A1) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4)	248	"Secreted, extracellular space, extracellular matrix. Secreted, extracellular space, surface film."	
Q8IWV2	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	1026	"Cell membrane; Lipid-anchor, GPI-anchor. Secreted {ECO:0000250}."	
Q8IWY4	"Signal peptide, CUB and EGF-like domain-containing protein 1"	988	"Secreted {ECO:0000269|PubMed:12270931, ECO:0000269|PubMed:16753137}. Cell membrane {ECO:0000269|PubMed:16753137}; Peripheral membrane protein {ECO:0000269|PubMed:16753137}."	
Q8IXA5	"Sperm acrosome membrane-associated protein 3 (Cancer/testis antigen 54) (CT54) (Lysozyme-like acrosomal sperm-specific secretory protein ALLP-17) (Lysozyme-like protein 3) (Sperm lysozyme-like protein 1) (Sperm protein reactive with antisperm antibodies) (Sperm protein reactive with ASA) [Cleaved into: Sperm acrosome membrane-associated protein 3, membrane form; Sperm acrosome membrane-associated protein 3, processed form]"	215	"[Isoform 1]: Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Note=Anterior acrosome in non-capacitated spermatozoa and retained in the equatorial segment and in the luminal face of both the inner and outer acrosomal membranes following capacitation and the acrosome reaction. {ECO:0000250}.; [Isoform 2]: Secreted {ECO:0000305}."	
Q8IYS5	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)	282	[Isoform 1]: Secreted {ECO:0000305}.; [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	
Q8IZJ3	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	1885	Secreted {ECO:0000305|PubMed:15177561}. Cell membrane {ECO:0000269|PubMed:15177561}; Peripheral membrane protein {ECO:0000269|PubMed:15177561}; Extracellular side {ECO:0000269|PubMed:15177561}.	
Q8IZN7	"Beta-defensin 107 (Beta-defensin 7) (BD-7) (DEFB-7) (Defensin, beta 107)"	70	Secreted.	
Q8IZU9	Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3]	778	Cell membrane {ECO:0000269|PubMed:19012874}; Single-pass type I membrane protein {ECO:0000269|PubMed:19012874}.; [Processed kin of IRRE-like protein 3]: Secreted {ECO:0000250|UniProtKB:Q8BR86}.	
Q8N104	"Beta-defensin 106 (Beta-defensin 6) (BD-6) (DEFB-6) (Defensin, beta 106)"	65	Secreted {ECO:0000305}. Membrane {ECO:0000269|PubMed:23938203}. Note=Associates with tumor cell membrane-derived microvesicles (PubMed:23938203). {ECO:0000269|PubMed:23938203}.	
Q8N145	Leucine-rich repeat LGI family member 3 (LGI1-like protein 4) (Leucine-rich glioma-inactivated protein 3)	548	"Secreted {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle {ECO:0000250}. Cell junction, synapse, synaptosome {ECO:0000250}. Note=Found in the synaptosomal membrane fraction. {ECO:0000250}."	
Q8N149	Leukocyte immunoglobulin-like receptor subfamily A member 2 (CD85 antigen-like family member H) (Immunoglobulin-like transcript 1) (ILT-1) (Leukocyte immunoglobulin-like receptor 7) (LIR-7) (CD antigen CD85h)	483	"Cell membrane {ECO:0000269|PubMed:12529506, ECO:0000269|PubMed:22479404, ECO:0000269|PubMed:27572839}; Single-pass type I membrane protein {ECO:0000305|PubMed:12529506, ECO:0000305|PubMed:22479404}.; [Isoform 4]: Secreted {ECO:0000303|PubMed:19658091}."	
Q8N158	Glypican-2 [Cleaved into: Secreted glypican-2]	579	"Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}; Extracellular side {ECO:0000250}.; [Secreted glypican-2]: Secreted, extracellular space {ECO:0000250}."	
Q8N2Q7	Neuroligin-1	863	"Cell membrane {ECO:0000269|PubMed:28841651}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62765}. Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:Q62765}. Cell junction, synapse, synaptic cleft {ECO:0000250|UniProtKB:Q62765}. Cell junction, synapse, synaptic cell membrane {ECO:0000250|UniProtKB:Q62765}. Note=Enriched in synaptic plasma membranes and clustered in synaptic clefts and postsynaptic densities. Colocalized with DLG4/PSD-95 and GRIN1/NMDAR1. {ECO:0000250|UniProtKB:Q62765}."	
Q8N2X6	Uncharacterized protein EXOC3-AS1 (EXOC3 antisense RNA 1) (EXOC3 antisense gene protein 1)	119	Secreted {ECO:0000305}.	
Q8N300	Small vasohibin-binding protein (Coiled coil domain-containing protein 23)	66	"Cytoplasm {ECO:0000250|UniProtKB:Q99LQ4}. Secreted {ECO:0000250|UniProtKB:Q99LQ4}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:31235911}. Note=Detected both intracellularly and extracellularly (By similarity). Within cells, localizes mainly to the apical part of the cell (By similarity). {ECO:0000250|UniProtKB:Q99LQ4}."	
Q8N307	Mucin-20 (MUC-20)	709	"Secreted {ECO:0000305}. Apical cell membrane {ECO:0000269|PubMed:14565953}. Basolateral cell membrane {ECO:0000269|PubMed:14565953}. Cell projection, microvillus membrane {ECO:0000269|PubMed:14565953}."	
Q8N323	NXPE family member 1 (Protein FAM55A)	547	Secreted.	
Q8N387	Mucin-15 (MUC-15)	334	[Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; [Isoform 2]: Secreted {ECO:0000305}.	
Q8N474	Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	314	Secreted. Note=Cell membrane or extracellular matrix-associated. Released by heparin-binding.	
Q8N5G0	Small integral membrane protein 20 (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 7 kDa) (MITRAC7) [Cleaved into: Phoenixin-14 (PNX-14); Phoenixin-20 (PNX-20)]	67	[Small integral membrane protein 20]: Mitochondrion inner membrane {ECO:0000269|PubMed:26321642}; Single-pass membrane protein {ECO:0000305}.; [Phoenixin-14]: Secreted {ECO:0000250|UniProtKB:C0HLM6}.; [Phoenixin-20]: Secreted {ECO:0000250|UniProtKB:C0HLM6}.	
Q8N5W8	Protein FAM24B	94	Secreted {ECO:0000305}.	
Q8N688	"Beta-defensin 123 (Beta-defensin 23) (DEFB-23) (Defensin, beta 123)"	67	Secreted {ECO:0000305}.	
Q8N690	"Beta-defensin 119 (Beta-defensin 120) (Beta-defensin 19) (DEFB-19) (Beta-defensin 20) (DEFB-20) (Defensin, beta 119) (Defensin, beta 120) (ESC42-RELA)"	84	Secreted {ECO:0000305}.	
Q8N6C5	Immunoglobulin superfamily member 1 (IgSF1) (Immunoglobulin-like domain-containing protein 1) (Inhibin-binding protein) (InhBP) (Pituitary gland-specific factor 2) (p120)	1336	[Isoform 1]: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; [Isoform 2]: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.; [Isoform 3]: Secreted {ECO:0000305}.	
Q8N6Q3	CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177)	437	"Cell membrane {ECO:0000269|PubMed:12239154, ECO:0000269|PubMed:12675722, ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:17580308, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:21193407, ECO:0000269|PubMed:24926686, ECO:0000269|PubMed:27227454, ECO:0000269|PubMed:28240246, ECO:0000269|PubMed:28807980}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12239154, ECO:0000269|PubMed:17244676}. Membrane raft {ECO:0000269|PubMed:21193407}; Lipid-anchor, GPI-like-anchor {ECO:0000269|PubMed:12239154, ECO:0000269|PubMed:17244676}. Secreted {ECO:0000269|PubMed:12239154, ECO:0000269|PubMed:18462208}. Cytoplasmic granule membrane {ECO:0000269|PubMed:18462208}. Cell projection, lamellipodium {ECO:0000269|PubMed:28807980}. Note=Cell surface expression on neutrophils is increased upon TNF-alpha, fMLP or CXCL8/IL8-mediated stimulation (PubMed:17244676, PubMed:17580308). In neutrophils, stored predominantly in secondary and tertiary granules (PubMed:18462208). Can also be shedded from the cell membrane (PubMed:12239154, PubMed:18462208). Localizes to lamellar protrusions in spreading neutrophils (PubMed:28807980). {ECO:0000269|PubMed:12239154, ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:17580308, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:28807980}."	
Q8N729	Neuropeptide W (Preproprotein L8) (hPPL8) [Cleaved into: Neuropeptide W-23 (NPW23) (hL8); Neuropeptide W-30 (NPW30) (hL8C)]	165	Secreted.	
Q8N7Q2	Putative uncharacterized protein CELF2-AS1 (CELF2 antisense RNA 1) (CELF2 antisense gene protein 1)	184	Secreted {ECO:0000305}.	
Q8NAU1	Fibronectin type III domain-containing protein 5 (Fibronectin type III repeat-containing protein 2) [Cleaved into: Irisin]	212	Cell membrane {ECO:0000269|PubMed:22237023}; Single-pass type I membrane protein {ECO:0000269|PubMed:22237023}. Peroxisome membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Imported in peroxisomes through the PEX5 receptor pathway. {ECO:0000250}.; [Irisin]: Secreted. Note=Detected in the blood of individuals subjected to endurance exercise. {ECO:0000269|PubMed:22237023}.	
Q8NBM8	Prenylcysteine oxidase-like (EC 1.8.3.-)	494	Secreted.	
Q8NBP7	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	692	Cytoplasm. Secreted. Endosome. Lysosome. Cell surface. Endoplasmic reticulum. Golgi apparatus. Note=Autocatalytic cleavage is required to transport it from the endoplasmic reticulum to the Golgi apparatus and for the secretion of the mature protein. Localizes to the endoplasmic reticulum in the absence of LDLR and colocalizes to the cell surface and to the endosomes/lysosomes in the presence of LDLR. The sorting to the cell surface and endosomes is required in order to fully promote LDLR degradation.	
Q8NCC3	Phospholipase A2 group XV (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (EC 3.1.1.5) (Lysophospholipase 3) (Lysosomal phospholipase A and acyltransferase) (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (Lysosomal phospholipase A2) (LPLA2)	412	"Lysosome {ECO:0000269|PubMed:23958596}. Secreted {ECO:0000269|PubMed:10092508, ECO:0000269|PubMed:20410020}. Membrane {ECO:0000269|PubMed:25727495}; Peripheral membrane protein {ECO:0000269|PubMed:25727495}."	
Q8NDZ4	Divergent protein kinase domain 2A (Deleted in autism protein 1) (Golgi Protein of 49 kDa) (GoPro49) (Hypoxia and AKT-induced stem cell factor) (HASF)	430	"Cytoplasmic vesicle, COPI-coated vesicle. Golgi apparatus. Secreted."	
Q8NES8	"Beta-defensin 124 (Beta-defensin 24) (DEFB-24) (Defensin, beta 124)"	71	Secreted {ECO:0000305}.	
Q8NET1	"Beta-defensin 108B (Beta-defensin 8) (BD-8) (DEFB-8) (hBD-8) (Defensin, beta 108) (Defensin, beta 108B)"	73	Secreted.	
Q8NEX5	Protein WFDC9	89	Secreted {ECO:0000305}.	
Q8NEX6	Protein WFDC11	87	Secreted {ECO:0000305}.	
