Entry	Protein names	Length	Subcellular location [CC]	mark
Q9Y5X1	Sorting nexin-9 (SH3 and PX domain-containing protein 1) (Protein SDP1) (SH3 and PX domain-containing protein 3A)	595	"Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle, clathrin-coated vesicle. Golgi apparatus, trans-Golgi network. Cell projection, ruffle. Cytoplasm. Note=Localized at sites of endocytosis at the cell membrane. Detected on newly formed macropinosomes. Transiently recruited to clathrin-coated pits at a late stage of clathrin-coated vesicle formation. Colocalizes with the actin cytoskeleton at the cell membrane."	
Q9NYX4	Neuron-specific vesicular protein calcyon	217	Cytoplasmic vesicle membrane; Single-pass membrane protein. Cell membrane; Single-pass membrane protein.	
Q8NC96	Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1)	275	"Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Colocalizes with AP-2 at the plasma membrane. {ECO:0000250}."	
Q9NVZ3	Adaptin ear-binding coat-associated protein 2 (NECAP endocytosis-associated protein 2) (NECAP-2)	263	"Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Colocalizes with AP-2 at the plasma membrane. {ECO:0000250}."	
Q8TEH3	DENN domain-containing protein 1A (Connecdenn 1) (Connecdenn) (Protein FAM31A)	1009	"Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:20154091, ECO:0000269|PubMed:20937701}; Peripheral membrane protein {ECO:0000269|PubMed:20937701}. Cell junction, synapse, presynaptic cell membrane {ECO:0000269|PubMed:20937701}. Note=Associates to membranes via lipid-binding activity. {ECO:0000250|UniProtKB:Q8K382}."	
Q6UWM5	GLIPR1-like protein 1	242	"Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9DAG6}. Cell membrane {ECO:0000250|UniProtKB:Q9DAG6}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:Q9DAG6}. Membrane raft {ECO:0000250|UniProtKB:Q32LB5}. Note=Located in the connecting piece of elongated spermatids and sperm. Also located in the apical region of the sperm head after sperm capacitation. Located on sperm equatorial segment and neck. Associated with epididymosomes from the caput and cauda epididymis. {ECO:0000250|UniProtKB:Q32LB5, ECO:0000250|UniProtKB:Q9DAG6}."	
Q6PIL6	Kv channel-interacting protein 4 (KChIP4) (A-type potassium channel modulatory protein 4) (Calsenilin-like protein) (Potassium channel-interacting protein 4)	250	"Cell membrane {ECO:0000269|PubMed:11847232}; Peripheral membrane protein {ECO:0000305|PubMed:11847232}. Cytoplasm {ECO:0000269|PubMed:11847232, ECO:0000269|PubMed:23576435}.; [Isoform 4]: Endoplasmic reticulum {ECO:0000269|PubMed:23576435}."	
Q9Y2J0	Rabphilin-3A (Exophilin-1)	694	"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:P47709}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:P47709}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:P47709}. Membrane {ECO:0000250|UniProtKB:P47709}; Peripheral membrane protein {ECO:0000250|UniProtKB:P47709}."	
Q8N350	Voltage-dependent calcium channel beta subunit-associated regulatory protein	705	"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q66L44}; Single-pass type III membrane protein {ECO:0000250|UniProtKB:Q66L44}. Cell membrane {ECO:0000250|UniProtKB:Q66L44}; Single-pass type III membrane protein {ECO:0000250|UniProtKB:Q66L44}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q66L44}."	
Q09470	Potassium voltage-gated channel subfamily A member 1 (Voltage-gated K(+) channel HuKI) (Voltage-gated potassium channel HBK1) (Voltage-gated potassium channel subunit Kv1.1)	495	"Cell membrane {ECO:0000269|PubMed:12077175, ECO:0000269|PubMed:15837928, ECO:0000269|PubMed:17136396, ECO:0000269|PubMed:17156368, ECO:0000269|PubMed:19307729, ECO:0000269|PubMed:19903818, ECO:0000269|PubMed:19912772, ECO:0000269|PubMed:19968958, ECO:0000269|PubMed:23903368}; Multi-pass membrane protein {ECO:0000305}. Membrane {ECO:0000269|PubMed:11086297}. Cell projection, axon {ECO:0000269|PubMed:11086297}. Cytoplasmic vesicle {ECO:0000269|PubMed:23774215}. Perikaryon {ECO:0000250|UniProtKB:P10499}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P10499}. Cell projection, dendrite {ECO:0000250|UniProtKB:P16388}. Cell junction {ECO:0000250|UniProtKB:P16388}. Cell junction, synapse {ECO:0000250|UniProtKB:P16388}. Cell junction, synapse, presynaptic cell membrane {ECO:0000250|UniProtKB:P10499}. Cell junction, synapse, presynapse {ECO:0000250|UniProtKB:P16388}. Note=Homotetrameric KCNA1 is primarily located in the endoplasmic reticulum. Interaction with KCNA2 and KCNAB2 or with KCNA4 and KCNAB2 promotes expression at the cell membrane (By similarity). {ECO:0000250|UniProtKB:P10499, ECO:0000250|UniProtKB:P16388}."	
Q8IZY2	Phospholipid-transporting ATPase ABCA7 (EC 7.6.2.1) (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter)	2146	"Cell membrane {ECO:0000269|PubMed:12917409, ECO:0000269|PubMed:14592415}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q91V24}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000250|UniProtKB:Q91V24}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q91V24}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q91V24}. Cell projection, phagocytic cup {ECO:0000250|UniProtKB:Q91V24}. Note=Localizes to cell membrane ruffles and phagocytic cups of macrophages stimulated with C1q or apoptotic cells. Localizes to the cytoplasm of resting macrophages, probably in Golgi and endosomes. Localizes to the apical brush border of cells in the proximal tubules of kidney (By similarity). {ECO:0000250|UniProtKB:Q91V24}.; [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:14592415}. Endoplasmic reticulum {ECO:0000269|PubMed:14592415}. Note=May localize to the endoplasmic reticulum. {ECO:0000269|PubMed:14592415}."	
P63027	Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)	116	"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000269|PubMed:17313651}; Single-pass type IV membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:P63045}. Note=Colocalizes with PRKCZ and WDFY2 in intracellular vesicles (PubMed:17313651). {ECO:0000269|PubMed:17313651}."	
Q96NW4	Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein)	1050	"Early endosome {ECO:0000269|PubMed:16525121, ECO:0000269|PubMed:24856514}. Late endosome {ECO:0000269|PubMed:23104059}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:23104059}. Lysosome {ECO:0000269|PubMed:23104059}. Cell membrane {ECO:0000269|PubMed:23104059}. Melanosome {ECO:0000250|UniProtKB:Q3UMR0}. Note=Colocalizes with VAMP7 in transport vesicles in the shaft of hippocampal neurons (By similarity). {ECO:0000250|UniProtKB:Q3UMR0}."	
P34947	G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)	590	Cytoplasm. Nucleus. Cell membrane; Peripheral membrane protein. Note=Predominantly localized at the plasma membrane; targeted to the cell surface through the interaction with phospholipids. Nucleus localization is regulated in a GPCR and Ca(2+)/calmodulin-dependent fashion.	
Q8NCT1	Arrestin domain-containing protein 4	418	"Early endosome {ECO:0000269|PubMed:23208550}. Cell membrane {ECO:0000269|PubMed:23208550, ECO:0000269|PubMed:23236378}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle {ECO:0000269|PubMed:23236378}. Note=Also found in extracellular vesicles different from exosomes. {ECO:0000250|UniProtKB:A0A0B4J1F4}."	
Q9BV57	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L)"	179	Cytoplasm. Nucleus. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Note=Localizes to the plasma membrane when complexed to MMP14.	
O14907	Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1)	124	Cytoplasm. Nucleus. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Note=Recruited to the cell membrane by interaction with membrane proteins.	
P48730	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	415	"Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, perinuclear region. Cell membrane. Cytoplasm, cytoskeleton, spindle. Golgi apparatus. Note=Localized at mitotic spindle microtubules, and at the centrosomes and interphase in interphase cells. Recruited to the spindle apparatus and the centrosomes in response to DNA-damage. Correct subcellular localization requires kinase activity."	
Q9H223	EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4)	541	Early endosome membrane {ECO:0000269|PubMed:18331452}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Recycling endosome membrane {ECO:0000269|PubMed:18331452}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane {ECO:0000250|UniProtKB:Q9EQP2}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P38484	Interferon gamma receptor 2 (IFN-gamma receptor 2) (IFN-gamma-R2) (Interferon gamma receptor accessory factor 1) (AF-1) (Interferon gamma receptor beta-chain) (IFN-gamma-R-beta) (Interferon gamma transducer 1)	337	"Cell membrane {ECO:0000269|PubMed:15356148, ECO:0000269|PubMed:15924140, ECO:0000269|PubMed:27599734}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10605012}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:23963039}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23963039}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:10605012}. Note=Has low cell surface expression and high cytoplasmic expression in T cells. The bias towards cytoplasmic expression may be due to ligand-independent receptor internalization and recycling. {ECO:0000269|PubMed:10605012, ECO:0000269|PubMed:15356148}."	
Q9BUZ4	TNF receptor-associated factor 4 (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)	470	"Cytoplasm. Nucleus. Cytoplasm, perinuclear region. Cell junction, tight junction. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton {ECO:0000305}."	
Q93096	Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (PTP(CAAXI)) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)	173	"Cell membrane {ECO:0000269|PubMed:10940933, ECO:0000269|PubMed:15571731}; Lipid-anchor {ECO:0000269|PubMed:10940933, ECO:0000269|PubMed:12235145, ECO:0000269|PubMed:15571731}. Early endosome {ECO:0000269|PubMed:12235145}. Endoplasmic reticulum {ECO:0000269|PubMed:12235145}. Cytoplasm {ECO:0000269|PubMed:12235145}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:12235145}. Nucleus {ECO:0000250|UniProtKB:Q78EG7}. Note=And mitotic spindle. {ECO:0000269|PubMed:12235145}."	
Q96RF0	Sorting nexin-18 (SH3 and PX domain-containing protein 3B) (Sorting nexin-associated Golgi protein 1)	628	Endomembrane system; Peripheral membrane protein; Cytoplasmic side. Endosome membrane; Peripheral membrane protein; Cytoplasmic side. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Note=Localized at sites of endocytosis at the cell membrane. Detected on newly formed macropinosomes. Partially colocalized with clathrin and dynamin at the cell membrane. Transiently recruited to clathrin-coated pits at a late stage of clathrin-coated vesicle formation.	
Q8TCY5	Melanocortin-2 receptor accessory protein (B27) (Fat cell-specific low molecular weight protein) (Fat tissue-specific low MW protein)	172	"Cell membrane {ECO:0000269|PubMed:15654338}; Single-pass membrane protein {ECO:0000269|PubMed:15654338}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15654338}; Single-pass membrane protein {ECO:0000269|PubMed:15654338}. Note=The formation of antiparallel homo- and heterodimers suggest that N- and C-terminus can both localize in the cytoplasmic and extracellular parts, depending on the context (PubMed:20371771). Upon insulin stimulation, it is redistributed into spotty structures throughout the cytoplasm. {ECO:0000269|PubMed:20371771}."	
Q5HYA8	Meckelin (Meckel syndrome type 3 protein) (Transmembrane protein 67)	995	"Cell membrane {ECO:0000269|PubMed:17185389}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19815549}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium {ECO:0000269|PubMed:17185389}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:22121117}. Note=Localizes at the transition zone, a region between the basal body and the ciliary axoneme (PubMed:22121117). {ECO:0000269|PubMed:22121117}."	
Q96G30	Melanocortin-2 receptor accessory protein 2 (MC2R accessory protein 2)	205	"Cell membrane {ECO:0000269|PubMed:19329486}; Single-pass membrane protein {ECO:0000269|PubMed:19329486}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19329486}; Single-pass membrane protein {ECO:0000269|PubMed:19329486}. Note=The formation of antiparallel homo- and heterodimers suggest that N- and C-terminus can both localize in the cytoplasmic and extracellular parts, depending on the context. {ECO:0000269|PubMed:20371771}."	
Q4V9L6	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	283	"Cell membrane {ECO:0000269|PubMed:20025746, ECO:0000269|PubMed:26250788}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q8R138}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8R138}."	
Q9UJQ1	Lysosome-associated membrane glycoprotein 5 (Brain and dendritic cell-associated LAMP) (Brain-associated LAMP-like protein) (BAD-LAMP) (Lysosome-associated membrane protein 5) (LAMP-5)	280	"Cell membrane {ECO:0000269|PubMed:21642595}; Single-pass type I membrane protein {ECO:0000269|PubMed:21642595}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q9D387}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:21642595}; Single-pass type I membrane protein {ECO:0000269|PubMed:21642595}. Endosome membrane {ECO:0000269|PubMed:21642595}; Single-pass type I membrane protein {ECO:0000269|PubMed:21642595}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9D387}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9D387}. Cell projection, growth cone membrane {ECO:0000250|UniProtKB:Q9D387}; Single-pass type I membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000250|UniProtKB:Q9D387}; Single-pass type I membrane protein {ECO:0000305}. Recycling endosome {ECO:0000250|UniProtKB:Q9D387}. Note=Recycles from the vesicles of the endocytic recycling compartment (ERC) to the plasma membrane (By similarity). Colocalizes with UNC93B1 in large endosomal intracellular vesicles (PubMed:21642595). Accumulates in the endoplasmic reticulum-Golgi intermediate compartment (ERGIC) before its disappearance upon activation by CpG dinucleotides (PubMed:21642595). Associates with cortical membranes (PubMed:21642595). Localizes mostly in cytoplasmic vesicles of neuronal cell body (By similarity). Localizes to synaptic vesicles in a subset of GABAergic neurons (By similarity). {ECO:0000250|UniProtKB:Q9D387, ECO:0000269|PubMed:21642595}."	
P57103	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	927	"Cell membrane {ECO:0000269|PubMed:21959935}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:P70549}. Cell projection, dendrite {ECO:0000250|UniProtKB:P70549}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:P70549}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:S4R2P9}. Cytoplasm, sarcoplasm {ECO:0000250|UniProtKB:S4R2P9}. Cell junction {ECO:0000250|UniProtKB:S4R2P9}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:S4R2P9}; Multi-pass membrane protein {ECO:0000250|UniProtKB:S4R2P9}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21959935}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:21959935}; Multi-pass membrane protein {ECO:0000250|UniProtKB:S4R2P9}. Note=Detected at neuromuscular junctions. {ECO:0000250|UniProtKB:S4R2P9}."	
A2VDJ0	Transmembrane protein 131-like	1609	"Cell membrane {ECO:0000269|PubMed:23690469}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:23690469}. Note=During intrathymic development, resides in punctate cytoplasmic structures in DN1 and DN2 cells. In DN3 cells, found in large crescent-shaped membrane structures, which preferentially localize in cell-to-cell contact zones. {ECO:0000269|PubMed:23690469}.; [Isoform 1]: Endoplasmic reticulum {ECO:0000269|PubMed:23690469}. Note=Transmembrane localization is essential for Wnt signaling inhibition. {ECO:0000269|PubMed:23690469}.; [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:23690469}. Note=Scattered throughout the cytoplasm in small-sized punctate structures. {ECO:0000269|PubMed:23690469}."	
Q7L1W4	Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D) (HsLRRC8D)	858	"Cell membrane {ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:28193731}; Multi-pass membrane protein {ECO:0000269|PubMed:32415200}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:24782309, ECO:0000305|PubMed:24790029}; Multi-pass membrane protein {ECO:0000269|PubMed:32415200}. Note=In the absence of LRRC8A, resides primarily in a cytoplasmic compartment, probably the endoplasmic reticulum (PubMed:24782309, PubMed:24790029). Requires LRRC8A for expression at the cell membrane (PubMed:24790029). {ECO:0000269|PubMed:24782309, ECO:0000269|PubMed:24790029}."	
Q6P9F7	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP)	803	"Cell membrane {ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:26824658, ECO:0000269|PubMed:28193731}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:24790029}. Note=In the absence of LRRC8A, resides primarily in a cytoplasmic compartment, probably the endoplasmic reticulum. Requires LRRC8A for expression at the cell membrane. {ECO:0000269|PubMed:24790029}."	
Q8TDW0	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	803	"Cell membrane {ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:28193731}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:24790029}. Note=In the absence of LRRC8A, resides primarily in a cytoplasmic compartment, probably the endoplasmic reticulum. Requires LRRC8A for expression at the cell membrane. {ECO:0000269|PubMed:24790029}."	
Q8NA29	Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A)	543	Cell membrane {ECO:0000269|PubMed:26005868}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9DA75}; Multi-pass membrane protein {ECO:0000255}. Note=Cytoplasmic punctae that may represent vesicles shuttling between the endoplasmic reticulum and the plasma membrane (PubMed:21677192). {ECO:0000269|PubMed:21677192}.	
Q8WUD1	Ras-related protein Rab-2B	216	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}.	
P51151	Ras-related protein Rab-9A	201	"Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}. Late endosome {ECO:0000269|PubMed:16176980}. Cytoplasmic vesicle, phagosome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9R0M6}. Melanosome {ECO:0000250|UniProtKB:Q9R0M6}. Note=Colocalizes with OSBPL1A at the late endosome (PubMed:16176980). Recruited to phagosomes containing S.aureus or M.tuberculosis (PubMed:21255211). {ECO:0000269|PubMed:16176980, ECO:0000269|PubMed:21255211}."	
Q9NV29	Transmembrane protein 100	134	"Cell membrane; Multi-pass membrane protein. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Perikaryon. Cytoplasm, perinuclear region. Endoplasmic reticulum. Note=Colocalized with HSPA5 in the endoplasmic reticulum (ER). Enriched in ER microsome. Colocalized with BMP4 in neural cell bodies and neural fibers of the enteric nervous system."	
Q13586	Stromal interaction molecule 1	685	"Cell membrane; Single-pass type I membrane protein {ECO:0000269|PubMed:11004585, ECO:0000269|PubMed:16005298, ECO:0000269|PubMed:16208375, ECO:0000269|PubMed:18854159, ECO:0000269|PubMed:19249086, ECO:0000269|PubMed:27185316, ECO:0000269|PubMed:28219928}. Endoplasmic reticulum membrane; Single-pass type I membrane protein {ECO:0000269|PubMed:16005298, ECO:0000269|PubMed:16208375, ECO:0000269|PubMed:18854159, ECO:0000269|PubMed:19249086, ECO:0000269|PubMed:26322679, ECO:0000269|PubMed:27185316}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19632184}. Sarcoplasmic reticulum {ECO:0000269|PubMed:25326555}. Note=Translocates from the endoplasmic reticulum to the cell membrane in response to a depletion of intracellular calcium and is detected at punctae corresponding to junctions between the endoplasmic reticulum and the cell membrane (PubMed:19249086, PubMed:16005298, PubMed:16208375, PubMed:18854159). Associated with the microtubule network at the growing distal tip of microtubules (PubMed:19632184). Colocalizes with ORAI1 at the cell membrane (PubMed:27185316). Colocalizes preferentially with CASQ1 at endoplasmic reticulum in response to a depletion of intracellular calcium (PubMed:27185316). {ECO:0000269|PubMed:16005298, ECO:0000269|PubMed:16208375, ECO:0000269|PubMed:18854159, ECO:0000269|PubMed:19249086, ECO:0000269|PubMed:19632184, ECO:0000269|PubMed:27185316}."	
O60291	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1)	552	"Early endosome {ECO:0000269|PubMed:17229889, ECO:0000269|PubMed:19737927}. Note=The endosomal localization is dependent on the interaction with TSG101.; [Isoform 1]: Cytoplasm, cytosol. Nucleus. Note=Translocation from the cytosol to the nucleus is seen only in the presence of MC1R and MC4R, but not TBXA2R. Excluded from nucleoli.; [Isoform 2]: Cytoplasm, cytosol. Nucleus. Note=Translocation from the cytosol to the nucleus is seen only in the presence of MC1R and MC4R, but not TBXA2R. Excluded from nucleoli.; [Isoform 3]: Cytoplasm, cytosol. Cell membrane.; [Isoform 4]: Cytoplasm, cytosol. Cell membrane."	
Q13563	Polycystin-2 (PC2) (Autosomal dominant polycystic kidney disease type II protein) (Polycystic kidney disease 2 protein) (Polycystwin) (R48321) (Transient receptor potential cation channel subfamily P member 2)	968	"Cell projection, cilium membrane {ECO:0000269|PubMed:18695040, ECO:0000269|PubMed:20881056, ECO:0000269|PubMed:27259053}; Multi-pass membrane protein {ECO:0000269|PubMed:27768895, ECO:0000269|PubMed:27991905, ECO:0000269|PubMed:28092368, ECO:0000269|PubMed:29899465, ECO:0000269|PubMed:30093605}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10760273, ECO:0000269|PubMed:11854751, ECO:0000269|PubMed:15692563, ECO:0000269|PubMed:20881056, ECO:0000269|PubMed:28092368, ECO:0000305|PubMed:10913159}; Multi-pass membrane protein {ECO:0000269|PubMed:27768895, ECO:0000269|PubMed:27991905, ECO:0000269|PubMed:28092368, ECO:0000269|PubMed:29899465, ECO:0000269|PubMed:30093605}. Cell membrane {ECO:0000269|PubMed:15692563, ECO:0000269|PubMed:19556541, ECO:0000269|PubMed:26269590, ECO:0000269|PubMed:27071085, ECO:0000269|PubMed:27214281, ECO:0000269|PubMed:27259053, ECO:0000269|PubMed:28092368, ECO:0000269|PubMed:29899465, ECO:0000269|PubMed:30093605}; Multi-pass membrane protein {ECO:0000269|PubMed:27768895, ECO:0000269|PubMed:27991905, ECO:0000269|PubMed:28092368, ECO:0000269|PubMed:29899465, ECO:0000269|PubMed:30093605}. Basolateral cell membrane {ECO:0000269|PubMed:10770959}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10770959}. Golgi apparatus {ECO:0000250|UniProtKB:O35245}. Note=PKD2 localization to the plasma and ciliary membranes requires PKD1. PKD1:PKD2 interaction is required to reach the Golgi apparatus form endoplasmic reticulum and then traffic to the cilia (By similarity). Retained in the endoplasmic reticulum by interaction with PACS1 and PACS2 (PubMed:15692563). Detected on kidney tubule basolateral membranes and basal cytoplasmic vesicles (PubMed:10770959). Cell surface and cilium localization requires GANAB (PubMed:27259053). {ECO:0000250|UniProtKB:O35245, ECO:0000269|PubMed:15692563, ECO:0000269|PubMed:27259053}."	
Q8NEU8	"DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)"	664	"Early endosome membrane {ECO:0000269|PubMed:15016378}; Peripheral membrane protein {ECO:0000269|PubMed:15016378}. Nucleus {ECO:0000269|PubMed:15016378, ECO:0000269|PubMed:18034774}. Cell membrane {ECO:0000269|PubMed:18034774}. Endosome membrane {ECO:0000269|PubMed:21645192}. Cytoplasm {ECO:0000250|UniProtKB:Q8K3G9}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:Q8K3G9}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q8K3G9}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q8K3G9}. Cell membrane {ECO:0000250|UniProtKB:Q8K3G9}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250|UniProtKB:Q8K3G9}. Note=Early endosomal membrane-bound and nuclear (PubMed:15016378). Translocated into the nucleus upon release from endosomal membranes following internalization of EGF (PubMed:15016378). Associates dynamically with cytoplasmic membrane structures that undergo changes in shape, movement, fusion and fission events (PubMed:18034774). PI(4,5)P2 levels are important for membrane association of APPL2 (PubMed:18034774). Absent of endosome in macrophage. Colocalized with RAB31 at early-stage phagosome (By similarity). Localized on macropinosomes in LPS-activated macrophages. Associated with membrane domains in contact with pathogens and pathogen-derived ligands like LPS. First recruited to the ruffles, and accumulates on macropinosomes (By similarity). {ECO:0000250|UniProtKB:Q8K3G9, ECO:0000269|PubMed:15016378, ECO:0000269|PubMed:18034774}."	
